Eastern Cape,55.607597100000
Western Cape,55.369178800000
Kwazulu/Natal,38.267119800000
Free State,36.167089700000
Northern Cape,32.464670600000
Gauteng,31.306369400000
North West,25.840801800000
Mpumalanga,21.262697200000
Limpopo,16.614651800000
